"Demographics","Subgroup","Total Cases","Year","Whites","Blacks","Chicanos/Hispanics","Asian-Americans"
"pid and region","Democrats in Nonsouth","514","1988","72.5","64.3","60","NA"
"pid and region","Democrats in Nonsouth","653","1990","NA","71.3","NA","NA"
"pid and region","Democrats in Nonsouth","737","1992","70.4","66.9","63.2","59.4"
"pid and region","Democrats in Nonsouth","525","1994","72.1","65","62.9","NA"
"pid and region","Democrats in Nonsouth","503","1996","70","66.7","64.6","NA"
"pid and region","Democrats in Nonsouth","430","1998","69.6","68.6","NA","NA"
"pid and region","Democrats in Nonsouth","521","2000","72.6","68.9","65.2","65.1"
"pid and region","Democrats in Nonsouth","432","2002","67.9","67.2","64.5","63.4"
"pid and region","Democrats in Nonsouth","338","2004","72","73.5","67.5","67.7"
"pid and region","Democrats in Nonsouth","700","2008","71.9","71.2","67.1","66.8"
"pid and region","Democrats in Nonsouth","702","2012","73.1","70.6","69","67.5"
"pid and region","Democrats in Nonsouth","1195","2016","69.6","73.1","72.5","71.4"
"pid and region","Democrats in Nonsouth","2515","2020","66.9","76.6","75.2","74.8"
"pid and region","Democrats in Nonsouth","1735","2024","67.4","76.1","74.5","73.7"
"pid and region","Independents in South","27","1964","NA","NA","NA","NA"
"pid and region","Independents in South","34","1966","82.2","59.1","NA","NA"
"pid and region","Independents in South","42","1968","87.4","58.9","NA","NA"
"pid and region","Independents in South","61","1970","72.1","49.9","NA","NA"
"pid and region","Independents in South","89","1972","79","61.6","NA","NA"
"pid and region","Independents in South","79","1974","81.5","63.1","NA","NA"
"pid and region","Independents in South","75","1976","73.7","56.9","54.5","NA"
"pid and region","Independents in South","56","1980","74.8","57.3","53.2","NA"
"pid and region","Independents in South","40","1982","70","57.9","NA","NA"
"pid and region","Independents in South","87","1984","72.9","66.6","60.6","NA"
"pid and region","Independents in South","79","1986","NA","62","NA","NA"
"pid and region","Independents in South","53","1988","73.3","58.9","57.6","NA"
"pid and region","Independents in South","95","1990","NA","63.2","NA","NA"
"pid and region","Independents in South","103","1992","70.5","68.4","59.3","58.1"
"pid and region","Independents in South","54","1994","69","57","50.3","NA"
"pid and region","Independents in South","48","1996","71.5","70.3","67.9","NA"
"pid and region","Independents in South","50","1998","74.8","72.3","NA","NA"
"pid and region","Independents in South","60","2000","73.3","59.3","62","57.6"
"pid and region","Independents in South","18","2002","54.3","48.4","54.6","57.3"
"pid and region","Independents in South","28","2004","73.3","75.8","68","60.7"
"pid and region","Independents in South","114","2008","73.4","66.6","59.3","58.9"
"pid and region","Independents in South","65","2012","73.2","64.6","65.7","60.9"
"pid and region","Independents in South","154","2016","67.6","64.9","63.1","61.6"
"pid and region","Independents in South","275","2020","62.3","70.3","72.9","67.7"
"pid and region","Independents in South","95","2024","62.6","64.9","63.9","63.4"
"pid and region","Independents in Nonsouth","90","1964","79.3","54.5","NA","NA"
"pid and region","Independents in Nonsouth","120","1966","79.9","63","NA","NA"
"pid and region","Independents in Nonsouth","116","1968","78.9","62.7","NA","NA"
"pid and region","Independents in Nonsouth","124","1970","74.2","62.7","NA","NA"
"pid and region","Independents in Nonsouth","207","1972","74.8","64.9","NA","NA"
"pid and region","Independents in Nonsouth","163","1974","75.8","66.4","NA","NA"
"pid and region","Independents in Nonsouth","202","1976","71.3","59.4","53.9","NA"
"pid and region","Independents in Nonsouth","142","1980","73.6","62.6","57.4","NA"
"pid and region","Independents in Nonsouth","123","1982","67.3","61.4","NA","NA"
"pid and region","Independents in Nonsouth","133","1984","71.4","62.7","58.8","NA"
"pid and region","Independents in Nonsouth","190","1986","NA","63","NA","NA"
"pid and region","Independents in Nonsouth","133","1988","71.5","56.6","55.2","NA"
"pid and region","Independents in Nonsouth","126","1990","NA","67.6","NA","NA"
"pid and region","Independents in Nonsouth","169","1992","67.8","63.8","59.5","59.7"
"pid and region","Independents in Nonsouth","130","1994","66","60.1","58.5","NA"
"pid and region","Independents in Nonsouth","82","1996","69.1","60.9","60.6","NA"
"pid and region","Independents in Nonsouth","91","1998","67.2","65.2","NA","NA"
"pid and region","Independents in Nonsouth","116","2000","68.9","62.7","60.8","61.1"
"pid and region","Independents in Nonsouth","55","2002","65.5","61.6","56.7","58.6"
"pid and region","Independents in Nonsouth","72","2004","66.4","62.5","59.2","58.4"
"pid and region","Independents in Nonsouth","118","2008","67.9","65.1","62.8","61.2"
"pid and region","Independents in Nonsouth","140","2012","73.8","60.4","61.4","60.4"
"pid and region","Independents in Nonsouth","307","2016","68.6","65.1","64.2","65.4"
"pid and region","Independents in Nonsouth","567","2020","64.5","65.8","66.2","64.6"
"pid and region","Independents in Nonsouth","214","2024","60.4","59.6","60.4","62.1"
"pid and region","Republicans in South","62","1964","90.5","61.8","NA","NA"
"pid and region","Republicans in South","67","1966","84.9","64","NA","NA"
"pid and region","Republicans in South","79","1968","85.3","60.5","NA","NA"
"pid and region","Republicans in South","106","1970","81.2","55","NA","NA"
"pid and region","Republicans in South","141","1972","82.8","60","NA","NA"
"pid and region","Republicans in South","93","1974","82.1","65.2","NA","NA"
"pid and region","Republicans in South","116","1976","78.2","58.8","51.7","NA"
"pid and region","Republicans in South","116","1980","79.3","61","57.3","NA"
"pid and region","Republicans in South","112","1982","77.2","64.9","NA","NA"
"pid and region","Republicans in South","172","1984","76.2","61.4","57.2","NA"
"pid and region","Republicans in South","200","1986","NA","65.6","NA","NA"
"pid and region","Republicans in South","183","1988","75.4","57.1","53.9","NA"
"pid and region","Republicans in South","164","1990","NA","67.7","NA","NA"
"pid and region","Republicans in South","229","1992","75","62.4","59.5","59.2"
"pid and region","Republicans in South","243","1994","74.2","61.7","60.6","NA"
"pid and region","Republicans in South","189","1996","71","62","60.3","NA"
"pid and region","Republicans in South","163","1998","72.4","69.7","NA","NA"
"pid and region","Republicans in South","202","2000","75.2","64.9","62.7","63.5"
"pid and region","Republicans in South","193","2002","69.2","65.8","63.2","62.5"
"pid and region","Republicans in South","142","2004","75.7","71.4","70.2","70.5"
"pid and region","Republicans in South","279","2008","75.8","66.4","64.8","65.8"
"pid and region","Republicans in South","172","2012","75.7","60.2","60.5","62.1"
"pid and region","Republicans in South","513","2016","75.9","66.1","66.4","68.2"
"pid and region","Republicans in South","1052","2020","75.7","68.3","69.7","69"
"pid and region","Republicans in South","759","2024","71.2","67.7","66.6","67"
"pid and region","Republicans in Nonsouth","401","1964","84.4","63.6","NA","NA"
"pid and region","Republicans in Nonsouth","335","1966","83.8","60.7","NA","NA"
"pid and region","Republicans in Nonsouth","419","1968","80.8","62.8","NA","NA"
"pid and region","Republicans in Nonsouth","367","1970","76.3","59.1","NA","NA"
"pid and region","Republicans in Nonsouth","614","1972","78.3","60.8","NA","NA"
"pid and region","Republicans in Nonsouth","394","1974","78.7","62.3","NA","NA"
"pid and region","Republicans in Nonsouth","524","1976","73.4","58.1","53.7","NA"
"pid and region","Republicans in Nonsouth","356","1980","76.7","59.3","55","NA"
"pid and region","Republicans in Nonsouth","307","1982","72.3","62","NA","NA"
"pid and region","Republicans in Nonsouth","601","1984","73.7","62.3","58.7","NA"
"pid and region","Republicans in Nonsouth","540","1986","NA","63.8","NA","NA"
"pid and region","Republicans in Nonsouth","532","1988","72.6","57.4","54.5","NA"
"pid and region","Republicans in Nonsouth","526","1990","NA","67.3","NA","NA"
"pid and region","Republicans in Nonsouth","616","1992","69.9","61.1","58.8","59.4"
"pid and region","Republicans in Nonsouth","493","1994","69.6","59.9","60","NA"
"pid and region","Republicans in Nonsouth","391","1996","69.5","62.5","62.3","NA"
"pid and region","Republicans in Nonsouth","284","1998","69.6","65.2","NA","NA"
"pid and region","Republicans in Nonsouth","376","2000","73.4","64.8","62.9","65.6"
"pid and region","Republicans in Nonsouth","392","2002","69.8","67","64.1","65.6"
"pid and region","Republicans in Nonsouth","299","2004","74","69.8","68.1","67.7"
"pid and region","Republicans in Nonsouth","320","2008","71.7","63.5","61.9","63.9"
"pid and region","Republicans in Nonsouth","357","2012","71","62.4","61.8","63"
"pid and region","Republicans in Nonsouth","952","2016","73.2","64.1","63.8","67"
"pid and region","Republicans in Nonsouth","1953","2020","72.1","67.1","68.1","66.9"
"pid and region","Republicans in Nonsouth","1360","2024","70.6","65.5","66.6","67"
"pid and knowledge","Less knowledgeable Democrats","326","1964","83.1","65.5","NA","NA"
"pid and knowledge","Less knowledgeable Democrats","218","1966","86.2","63.5","NA","NA"
"pid and knowledge","Less knowledgeable Democrats","217","1968","78.6","66.4","NA","NA"
"pid and knowledge","Less knowledgeable Democrats","435","1970","77.4","64","NA","NA"
"pid and knowledge","Less knowledgeable Democrats","192","1972","78.1","63.9","NA","NA"
"pid and knowledge","Less knowledgeable Democrats","362","1976","75.1","64.3","57.2","NA"
"pid and knowledge","Less knowledgeable Democrats","212","1980","82.6","70.4","60.3","NA"
"pid and knowledge","Less knowledgeable Democrats","511","1982","74.8","65.7","NA","NA"
"pid and knowledge","Less knowledgeable Democrats","408","1984","74.3","63.7","57.3","NA"
"pid and knowledge","Less knowledgeable Democrats","709","1986","NA","69","NA","NA"
"pid and knowledge","Less knowledgeable Democrats","344","1988","73.4","67.9","61.1","NA"
"pid and knowledge","Less knowledgeable Democrats","481","1990","NA","71.2","NA","NA"
"pid and knowledge","Less knowledgeable Democrats","486","1992","71.9","70","63.2","58.6"
"pid and knowledge","Less knowledgeable Democrats","247","1994","74.1","67.2","61.5","NA"
"pid and knowledge","Less knowledgeable Democrats","211","1996","75.1","73","65.5","NA"
"pid and knowledge","Less knowledgeable Democrats","189","1998","70.9","70.3","NA","NA"
"pid and knowledge","Less knowledgeable Democrats","325","2000","72.8","68.6","63.1","63.4"
"pid and knowledge","Less knowledgeable Democrats","400","2002","68.3","67.7","64.3","62.2"
"pid and knowledge","Less knowledgeable Democrats","203","2004","73.7","74.3","64.8","65.8"
"pid and knowledge","Less knowledgeable Democrats","797","2008","73.1","72.2","67","65.2"
"pid and knowledge","Less knowledgeable Democrats","171","2012","72.9","71.9","67.6","64.9"
"pid and knowledge","Less knowledgeable Democrats","389","2016","68.8","71.3","69","66.4"
"pid and knowledge","Less knowledgeable Democrats","1007","2020","65","79","74.3","71"
"pid and knowledge","Less knowledgeable Democrats","661","2024","67.9","76.3","74.4","73.2"
"pid and knowledge","More knowledgeable Democrats","539","1964","85.7","64.9","NA","NA"
"pid and knowledge","More knowledgeable Democrats","471","1966","85.3","65.1","NA","NA"
"pid and knowledge","More knowledgeable Democrats","499","1968","81.9","67.8","NA","NA"
"pid and knowledge","More knowledgeable Democrats","360","1970","78.9","64.3","NA","NA"
"pid and knowledge","More knowledgeable Democrats","341","1972","77.4","68.3","NA","NA"
"pid and knowledge","More knowledgeable Democrats","565","1976","72.7","62.2","57.4","NA"
"pid and knowledge","More knowledgeable Democrats","496","1980","76.6","66.9","59.7","NA"
"pid and knowledge","More knowledgeable Democrats","208","1982","70.3","62.7","NA","NA"
"pid and knowledge","More knowledgeable Democrats","480","1984","75.4","68","62.7","NA"
"pid and knowledge","More knowledgeable Democrats","325","1986","NA","68.7","NA","NA"
"pid and knowledge","More knowledgeable Democrats","481","1988","73.4","65.4","58.8","NA"
"pid and knowledge","More knowledgeable Democrats","496","1990","NA","72.2","NA","NA"
"pid and knowledge","More knowledgeable Democrats","602","1992","71.8","66.8","63.1","60.4"
"pid and knowledge","More knowledgeable Democrats","564","1994","73.4","66.1","63.9","NA"
"pid and knowledge","More knowledgeable Democrats","575","1996","71.8","67.5","65.5","NA"
"pid and knowledge","More knowledgeable Democrats","439","1998","71.2","71","NA","NA"
"pid and knowledge","More knowledgeable Democrats","402","2000","73.4","71.9","67","67.3"
"pid and knowledge","More knowledgeable Democrats","192","2002","65.9","66.9","63","63.1"
"pid and knowledge","More knowledgeable Democrats","295","2004","73.7","76.3","70.4","69.6"
"pid and knowledge","More knowledgeable Democrats","407","2008","73","72.4","68.8","68.5"
"pid and knowledge","More knowledgeable Democrats","577","2012","72.5","72.6","70.6","68.5"
"pid and knowledge","More knowledgeable Democrats","1209","2016","70.6","75.1","73.9","72.7"
"pid and knowledge","More knowledgeable Democrats","2339","2020","67.6","77.3","76.4","75.8"
"pid and knowledge","More knowledgeable Democrats","1597","2024","66.8","75.9","73.9","73"
"pid and knowledge","Less knowledgeable Independents","47","1964","76.3","55.4","NA","NA"
"pid and knowledge","Less knowledgeable Independents","64","1966","83.5","59.1","NA","NA"
"pid and knowledge","Less knowledgeable Independents","52","1968","80.3","62","NA","NA"
"pid and knowledge","Less knowledgeable Independents","101","1970","74.7","56.6","NA","NA"
"pid and knowledge","Less knowledgeable Independents","74","1972","76.4","62.4","NA","NA"
"pid and knowledge","Less knowledgeable Independents","146","1976","74.1","60.1","53.5","NA"
"pid and knowledge","Less knowledgeable Independents","88","1980","77.8","66.5","58.4","NA"
"pid and knowledge","Less knowledgeable Independents","132","1982","67.7","60.8","NA","NA"
"pid and knowledge","Less knowledgeable Independents","135","1984","73.2","65.1","59.2","NA"
"pid and knowledge","Less knowledgeable Independents","219","1986","NA","63.4","NA","NA"
"pid and knowledge","Less knowledgeable Independents","106","1988","72.4","56.2","53.8","NA"
"pid and knowledge","Less knowledgeable Independents","168","1990","NA","64.3","NA","NA"
"pid and knowledge","Less knowledgeable Independents","141","1992","68.7","66","58.3","57.5"
"pid and knowledge","Less knowledgeable Independents","75","1994","69.1","58.9","53.9","NA"
"pid and knowledge","Less knowledgeable Independents","53","1996","69.6","65.8","63.9","NA"
"pid and knowledge","Less knowledgeable Independents","81","1998","71.2","68.4","NA","NA"
"pid and knowledge","Less knowledgeable Independents","122","2000","71.5","62.2","61.6","59.2"
"pid and knowledge","Less knowledgeable Independents","55","2002","61.1","57.1","55.4","57.4"
"pid and knowledge","Less knowledgeable Independents","66","2004","70","68.9","62.3","61.1"
"pid and knowledge","Less knowledgeable Independents","175","2008","71","66.1","61.5","60"
"pid and knowledge","Less knowledgeable Independents","21","2012","74","57.6","56.8","58.3"
"pid and knowledge","Less knowledgeable Independents","149","2016","64","61.4","59.4","59.7"
"pid and knowledge","Less knowledgeable Independents","320","2020","63.5","68.4","69.9","65.6"
"pid and knowledge","Less knowledgeable Independents","141","2024","58.1","59.2","59.7","62.3"
"pid and knowledge","More knowledgeable Independents","55","1964","82.8","57.9","NA","NA"
"pid and knowledge","More knowledgeable Independents","88","1966","78.7","64.1","NA","NA"
"pid and knowledge","More knowledgeable Independents","79","1968","82.4","64.3","NA","NA"
"pid and knowledge","More knowledgeable Independents","83","1970","72.3","61.2","NA","NA"
"pid and knowledge","More knowledgeable Independents","69","1972","73.6","65.1","NA","NA"
"pid and knowledge","More knowledgeable Independents","130","1976","69.7","57","54.6","NA"
